Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
408,ARMENIAN-1,PWR,Permanent Shutdown,METSAMOR,376,1976-12-22,1976-12-22,AM
451,ARMENIAN-2,PWR,Operational,METSAMOR,448,1980-01-05,1980-01-05,AM
