Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
515,BORSSELE,PWR,Operational,BORSSELE,482,1973-07-04,1973-07-04,NL
60,DODEWAARD,BWR,Permanent Shutdown,DODEWAARD,55,1968-10-18,1968-10-18,NL
