Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
531,LOVIISA-1,PWR,Operational,LOVIISA,507,1977-02-08,1977-02-08,FI
531,LOVIISA-2,PWR,Operational,LOVIISA,507,1980-11-04,1980-11-04,FI
920,OLKILUOTO-1,BWR,Operational,OLKILUOTO,890,1978-09-02,1978-09-02,FI
920,OLKILUOTO-2,BWR,Operational,OLKILUOTO,890,1980-02-18,1980-02-18,FI
1720,OLKILUOTO-3,PWR,Operational,OLKILUOTO,1600,2022-03-12,2022-03-12,FI
