Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
706,CERNAVODA-1,PHWR,Operational,CERNAVODA,650,1996-07-11,1996-07-11,RO
705,CERNAVODA-2,PHWR,Operational,CERNAVODA,650,2007-08-07,2007-08-07,RO
