Year,name,value,reactor
2012,Annual Time Online (Hours),8536,BYRON-2
2012,Electricity Supplied (GWh),9393.22,BYRON-2
2013,Reference Unit Power (MWe),1136,BYRON-2
2013,Annual Time Online (Hours),8160,BYRON-2
2013,Electricity Supplied (GWh),9263.79,BYRON-2
2014,Reference Unit Power (MWe),1136,BYRON-2
2014,Annual Time Online (Hours),8158,BYRON-2
2014,Electricity Supplied (GWh),9372.5,BYRON-2
2015,Reference Unit Power (MWe),1136,BYRON-2
2015,Annual Time Online (Hours),8760,BYRON-2
2015,Electricity Supplied (GWh),10015.44,BYRON-2
2016,Reference Unit Power (MWe),1136,BYRON-2
2016,Annual Time Online (Hours),8064,BYRON-2
2016,Electricity Supplied (GWh),9243.53,BYRON-2
2017,Reference Unit Power (MWe),1136,BYRON-2
2017,Annual Time Online (Hours),8295,BYRON-2
2017,Electricity Supplied (GWh),9560.01,BYRON-2
2018,Reference Unit Power (MWe),1136,BYRON-2
2018,Annual Time Online (Hours),8760,BYRON-2
2018,Electricity Supplied (GWh),10182.25,BYRON-2
2019,Reference Unit Power (MWe),1136,BYRON-2
2019,Annual Time Online (Hours),8372,BYRON-2
2019,Electricity Supplied (GWh),9658.86,BYRON-2
2020,Reference Unit Power (MWe),1136,BYRON-2
2020,Annual Time Online (Hours),8430,BYRON-2
2020,Electricity Supplied (GWh),9671.16,BYRON-2
2021,Reference Unit Power (MWe),1136,BYRON-2
2021,Annual Time Online (Hours),8760,BYRON-2
2021,Electricity Supplied (GWh),10162.04,BYRON-2
2022,Reference Unit Power (MWe),1136,BYRON-2
2022,Annual Time Online (Hours),8178,BYRON-2
2022,Electricity Supplied (GWh),9316.18,BYRON-2
2023,Reference Unit Power (MWe),1136,BYRON-2
2023,Annual Time Online (Hours),8337,BYRON-2
2023,Electricity Supplied (GWh),9623.79,BYRON-2
1984,Reference Unit Power (MWe),1185,CALLAWAY-1
1984,Annual Time Online (Hours),863,CALLAWAY-1
1984,Electricity Supplied (GWh),577.21,CALLAWAY-1
1985,Reference Unit Power (MWe),1120,CALLAWAY-1
1985,Annual Time Online (Hours),7882,CALLAWAY-1
1985,Electricity Supplied (GWh),8045.76,CALLAWAY-1
1986,Reference Unit Power (MWe),1120,CALLAWAY-1
1986,Annual Time Online (Hours),7121,CALLAWAY-1
1986,Electricity Supplied (GWh),7199.11,CALLAWAY-1
1987,Reference Unit Power (MWe),1120,CALLAWAY-1
1987,Annual Time Online (Hours),6141,CALLAWAY-1
1987,Electricity Supplied (GWh),6321.78,CALLAWAY-1
1988,Reference Unit Power (MWe),1120,CALLAWAY-1
1988,Annual Time Online (Hours),7413,CALLAWAY-1
1988,Electricity Supplied (GWh),8144.18,CALLAWAY-1
1989,Reference Unit Power (MWe),1118,CALLAWAY-1
1989,Annual Time Online (Hours),7368,CALLAWAY-1
1989,Electricity Supplied (GWh),8350.92,CALLAWAY-1
1990,Reference Unit Power (MWe),1125,CALLAWAY-1
1990,Annual Time Online (Hours),7167,CALLAWAY-1
1990,Electricity Supplied (GWh),8005.06,CALLAWAY-1
1991,Reference Unit Power (MWe),1125,CALLAWAY-1
1991,Annual Time Online (Hours),8726,CALLAWAY-1
1991,Electricity Supplied (GWh),9979.37,CALLAWAY-1
1992,Reference Unit Power (MWe),1125,CALLAWAY-1
1992,Annual Time Online (Hours),7204,CALLAWAY-1
1992,Electricity Supplied (GWh),8094.55,CALLAWAY-1
1993,Reference Unit Power (MWe),1120,CALLAWAY-1
1993,Annual Time Online (Hours),7498,CALLAWAY-1
1993,Electricity Supplied (GWh),8389.95,CALLAWAY-1
1994,Reference Unit Power (MWe),1115,CALLAWAY-1
1994,Annual Time Online (Hours),8726,CALLAWAY-1
1994,Electricity Supplied (GWh),10006.49,CALLAWAY-1
1995,Reference Unit Power (MWe),1125,CALLAWAY-1
1995,Annual Time Online (Hours),7356,CALLAWAY-1
1995,Electricity Supplied (GWh),8252.83,CALLAWAY-1
1996,Reference Unit Power (MWe),1125,CALLAWAY-1
1996,Annual Time Online (Hours),7864,CALLAWAY-1
1996,Electricity Supplied (GWh),8890.38,CALLAWAY-1
1997,Reference Unit Power (MWe),1125,CALLAWAY-1
1997,Annual Time Online (Hours),8760,CALLAWAY-1
1997,Electricity Supplied (GWh),8954.6,CALLAWAY-1
1998,Reference Unit Power (MWe),1125,CALLAWAY-1
1998,Annual Time Online (Hours),7913,CALLAWAY-1
1998,Electricity Supplied (GWh),8516.77,CALLAWAY-1
1999,Reference Unit Power (MWe),1125,CALLAWAY-1
1999,Annual Time Online (Hours),7707,CALLAWAY-1
1999,Electricity Supplied (GWh),8596.43,CALLAWAY-1
2000,Reference Unit Power (MWe),1125,CALLAWAY-1
2000,Annual Time Online (Hours),8762,CALLAWAY-1
2000,Electricity Supplied (GWh),9991.84,CALLAWAY-1
2001,Reference Unit Power (MWe),1125,CALLAWAY-1
2001,Annual Time Online (Hours),7500,CALLAWAY-1
2001,Electricity Supplied (GWh),8384.12,CALLAWAY-1
2002,Reference Unit Power (MWe),1125,CALLAWAY-1
2002,Annual Time Online (Hours),7484,CALLAWAY-1
2002,Electricity Supplied (GWh),8386.58,CALLAWAY-1
2003,Reference Unit Power (MWe),1125,CALLAWAY-1
2003,Annual Time Online (Hours),8397,CALLAWAY-1
2003,Electricity Supplied (GWh),9699.74,CALLAWAY-1
2004,Reference Unit Power (MWe),1125,CALLAWAY-1
2004,Annual Time Online (Hours),6856,CALLAWAY-1
2004,Electricity Supplied (GWh),7842.38,CALLAWAY-1
2005,Reference Unit Power (MWe),1137,CALLAWAY-1
2005,Annual Time Online (Hours),6966,CALLAWAY-1
2005,Electricity Supplied (GWh),8021.18,CALLAWAY-1
2006,Reference Unit Power (MWe),1190,CALLAWAY-1
2006,Annual Time Online (Hours),8324,CALLAWAY-1
2006,Electricity Supplied (GWh),10098.88,CALLAWAY-1
2007,Reference Unit Power (MWe),1190,CALLAWAY-1
2007,Annual Time Online (Hours),7742,CALLAWAY-1
2007,Electricity Supplied (GWh),9371.96,CALLAWAY-1
2008,Reference Unit Power (MWe),1190,CALLAWAY-1
2008,Annual Time Online (Hours),7834,CALLAWAY-1
2008,Electricity Supplied (GWh),9378.23,CALLAWAY-1
2009,Reference Unit Power (MWe),1190,CALLAWAY-1
2009,Annual Time Online (Hours),8408,CALLAWAY-1
2009,Electricity Supplied (GWh),10247.12,CALLAWAY-1
2010,Reference Unit Power (MWe),1190,CALLAWAY-1
2010,Annual Time Online (Hours),7412,CALLAWAY-1
2010,Electricity Supplied (GWh),9011.04,CALLAWAY-1
2011,Reference Unit Power (MWe),1215,CALLAWAY-1
2011,Annual Time Online (Hours),7771,CALLAWAY-1
2011,Electricity Supplied (GWh),9387.87,CALLAWAY-1
2012,Reference Unit Power (MWe),1215,CALLAWAY-1
2012,Annual Time Online (Hours),8784,CALLAWAY-1
2012,Electricity Supplied (GWh),10718.32,CALLAWAY-1
2013,Reference Unit Power (MWe),1215,CALLAWAY-1
2013,Annual Time Online (Hours),7008,CALLAWAY-1
2013,Electricity Supplied (GWh),8408.87,CALLAWAY-1
2014,Reference Unit Power (MWe),1215,CALLAWAY-1
2014,Annual Time Online (Hours),7649,CALLAWAY-1
2014,Electricity Supplied (GWh),9297.34,CALLAWAY-1
2015,Reference Unit Power (MWe),1215,CALLAWAY-1
2015,Annual Time Online (Hours),8648,CALLAWAY-1
2015,Electricity Supplied (GWh),10443.55,CALLAWAY-1
2016,Reference Unit Power (MWe),1215,CALLAWAY-1
2016,Annual Time Online (Hours),7859,CALLAWAY-1
2016,Electricity Supplied (GWh),9445.58,CALLAWAY-1
2017,Reference Unit Power (MWe),1215,CALLAWAY-1
2017,Annual Time Online (Hours),6995,CALLAWAY-1
2017,Electricity Supplied (GWh),8338.45,CALLAWAY-1
2018,Reference Unit Power (MWe),1215,CALLAWAY-1
2018,Annual Time Online (Hours),8760,CALLAWAY-1
2018,Electricity Supplied (GWh),10657.75,CALLAWAY-1
2019,Reference Unit Power (MWe),1215,CALLAWAY-1
2019,Annual Time Online (Hours),7603,CALLAWAY-1
2019,Electricity Supplied (GWh),9227.76,CALLAWAY-1
2020,Reference Unit Power (MWe),1215,CALLAWAY-1
2020,Annual Time Online (Hours),6477,CALLAWAY-1
2020,Electricity Supplied (GWh),7742.12,CALLAWAY-1
2021,Reference Unit Power (MWe),1215,CALLAWAY-1
2021,Annual Time Online (Hours),3584,CALLAWAY-1
2021,Electricity Supplied (GWh),4265.82,CALLAWAY-1
2022,Reference Unit Power (MWe),1215,CALLAWAY-1
2022,Annual Time Online (Hours),7312,CALLAWAY-1
2022,Electricity Supplied (GWh),8882.15,CALLAWAY-1
2023,Reference Unit Power (MWe),1215,CALLAWAY-1
2023,Annual Time Online (Hours),7573,CALLAWAY-1
2023,Electricity Supplied (GWh),9195.58,CALLAWAY-1
1975,Reference Unit Power (MWe),800,CALVERT CLIFFS-1
1975,Annual Time Online (Hours),6667,CALVERT CLIFFS-1
1975,Electricity Supplied (GWh),4381.6,CALVERT CLIFFS-1
1976,Reference Unit Power (MWe),800,CALVERT CLIFFS-1
1976,Annual Time Online (Hours),8356,CALVERT CLIFFS-1
1976,Electricity Supplied (GWh),6303.9,CALVERT CLIFFS-1
1977,Reference Unit Power (MWe),807,CALVERT CLIFFS-1
1977,Annual Time Online (Hours),6313,CALVERT CLIFFS-1
1977,Electricity Supplied (GWh),4882,CALVERT CLIFFS-1
1978,Reference Unit Power (MWe),810,CALVERT CLIFFS-1
1978,Annual Time Online (Hours),6150,CALVERT CLIFFS-1
1978,Electricity Supplied (GWh),4676.1,CALVERT CLIFFS-1
1979,Reference Unit Power (MWe),810,CALVERT CLIFFS-1
1979,Annual Time Online (Hours),6154,CALVERT CLIFFS-1
1979,Electricity Supplied (GWh),4194.1,CALVERT CLIFFS-1
1980,Reference Unit Power (MWe),810,CALVERT CLIFFS-1
1980,Annual Time Online (Hours),6349,CALVERT CLIFFS-1
1980,Electricity Supplied (GWh),4542.5,CALVERT CLIFFS-1
1981,Reference Unit Power (MWe),821,CALVERT CLIFFS-1
1981,Annual Time Online (Hours),7544,CALVERT CLIFFS-1
1981,Electricity Supplied (GWh),6109.6,CALVERT CLIFFS-1
1982,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1982,Annual Time Online (Hours),6419,CALVERT CLIFFS-1
1982,Electricity Supplied (GWh),5362.1,CALVERT CLIFFS-1
1983,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1983,Annual Time Online (Hours),6719,CALVERT CLIFFS-1
1983,Electricity Supplied (GWh),5570.7,CALVERT CLIFFS-1
1984,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1984,Annual Time Online (Hours),7422,CALVERT CLIFFS-1
1984,Electricity Supplied (GWh),6221.6,CALVERT CLIFFS-1
1985,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1985,Annual Time Online (Hours),5186,CALVERT CLIFFS-1
1985,Electricity Supplied (GWh),4359.73,CALVERT CLIFFS-1
1986,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1986,Annual Time Online (Hours),6855,CALVERT CLIFFS-1
1986,Electricity Supplied (GWh),5830.74,CALVERT CLIFFS-1
1987,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1987,Annual Time Online (Hours),6233,CALVERT CLIFFS-1
1987,Electricity Supplied (GWh),5268.48,CALVERT CLIFFS-1
1988,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1988,Annual Time Online (Hours),6263,CALVERT CLIFFS-1
1988,Electricity Supplied (GWh),5164.23,CALVERT CLIFFS-1
1989,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1989,Annual Time Online (Hours),1727,CALVERT CLIFFS-1
1989,Electricity Supplied (GWh),1345.62,CALVERT CLIFFS-1
1990,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1990,Annual Time Online (Hours),1840,CALVERT CLIFFS-1
1990,Electricity Supplied (GWh),1344.37,CALVERT CLIFFS-1
1991,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1991,Annual Time Online (Hours),6638,CALVERT CLIFFS-1
1991,Electricity Supplied (GWh),5465.33,CALVERT CLIFFS-1
1992,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
1992,Annual Time Online (Hours),4927,CALVERT CLIFFS-1
1992,Electricity Supplied (GWh),4113.88,CALVERT CLIFFS-1
1993,Reference Unit Power (MWe),830,CALVERT CLIFFS-1
1993,Annual Time Online (Hours),8599,CALVERT CLIFFS-1
1993,Electricity Supplied (GWh),7334.9,CALVERT CLIFFS-1
1994,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1994,Annual Time Online (Hours),5656,CALVERT CLIFFS-1
1994,Electricity Supplied (GWh),4686.43,CALVERT CLIFFS-1
1995,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1995,Annual Time Online (Hours),8487,CALVERT CLIFFS-1
1995,Electricity Supplied (GWh),7030.23,CALVERT CLIFFS-1
1996,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1996,Annual Time Online (Hours),5762,CALVERT CLIFFS-1
1996,Electricity Supplied (GWh),4846.9,CALVERT CLIFFS-1
1997,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1997,Annual Time Online (Hours),8400,CALVERT CLIFFS-1
1997,Electricity Supplied (GWh),7158.4,CALVERT CLIFFS-1
1998,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1998,Annual Time Online (Hours),7184,CALVERT CLIFFS-1
1998,Electricity Supplied (GWh),6116.77,CALVERT CLIFFS-1
1999,Reference Unit Power (MWe),835,CALVERT CLIFFS-1
1999,Annual Time Online (Hours),8231,CALVERT CLIFFS-1
1999,Electricity Supplied (GWh),6994.34,CALVERT CLIFFS-1
2000,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
2000,Annual Time Online (Hours),7580,CALVERT CLIFFS-1
2000,Electricity Supplied (GWh),6449.61,CALVERT CLIFFS-1
2001,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
2001,Annual Time Online (Hours),8727,CALVERT CLIFFS-1
2001,Electricity Supplied (GWh),7454.78,CALVERT CLIFFS-1
2002,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
2002,Annual Time Online (Hours),5506,CALVERT CLIFFS-1
2002,Electricity Supplied (GWh),4645.18,CALVERT CLIFFS-1
2003,Reference Unit Power (MWe),825,CALVERT CLIFFS-1
2003,Annual Time Online (Hours),8760,CALVERT CLIFFS-1
2003,Electricity Supplied (GWh),7532.45,CALVERT CLIFFS-1
2004,Reference Unit Power (MWe),870,CALVERT CLIFFS-1
2004,Annual Time Online (Hours),8034,CALVERT CLIFFS-1
2004,Electricity Supplied (GWh),6973.98,CALVERT CLIFFS-1
2005,Reference Unit Power (MWe),845,CALVERT CLIFFS-1
2005,Annual Time Online (Hours),8726,CALVERT CLIFFS-1
2005,Electricity Supplied (GWh),7626.32,CALVERT CLIFFS-1
2006,Reference Unit Power (MWe),873,CALVERT CLIFFS-1
2006,Annual Time Online (Hours),7386,CALVERT CLIFFS-1
2006,Electricity Supplied (GWh),6449.83,CALVERT CLIFFS-1
2007,Reference Unit Power (MWe),873,CALVERT CLIFFS-1
2007,Annual Time Online (Hours),8701,CALVERT CLIFFS-1
2007,Electricity Supplied (GWh),7545.36,CALVERT CLIFFS-1
2008,Reference Unit Power (MWe),873,CALVERT CLIFFS-1
2008,Annual Time Online (Hours),8275,CALVERT CLIFFS-1
2008,Electricity Supplied (GWh),7161.09,CALVERT CLIFFS-1
2009,Reference Unit Power (MWe),873,CALVERT CLIFFS-1
2009,Annual Time Online (Hours),8661,CALVERT CLIFFS-1
2009,Electricity Supplied (GWh),7528.57,CALVERT CLIFFS-1
2010,Reference Unit Power (MWe),855,CALVERT CLIFFS-1
2010,Annual Time Online (Hours),7814,CALVERT CLIFFS-1
2010,Electricity Supplied (GWh),6755.04,CALVERT CLIFFS-1
2011,Reference Unit Power (MWe),855,CALVERT CLIFFS-1
2011,Annual Time Online (Hours),8676,CALVERT CLIFFS-1
2011,Electricity Supplied (GWh),7542.52,CALVERT CLIFFS-1
2012,Reference Unit Power (MWe),866,CALVERT CLIFFS-1
