Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
500,DUKOVANY-1,PWR,Operational,DUKOVANY,468,1985-02-24,1985-02-24,CZ
500,DUKOVANY-2,PWR,Operational,DUKOVANY,471,1986-01-30,1986-01-30,CZ
500,DUKOVANY-3,PWR,Operational,DUKOVANY,468,1986-11-14,1986-11-14,CZ
500,DUKOVANY-4,PWR,Operational,DUKOVANY,471,1987-06-11,1987-06-11,CZ
1082,TEMELIN-1,PWR,Operational,TEMELIN,1027,2000-12-21,2000-12-21,CZ
1082,TEMELIN-2,PWR,Operational,TEMELIN,1029,2002-12-29,2002-12-29,CZ
