Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
509,PAKS-1,PWR,Operational,PAKS,479,1982-12-28,1982-12-28,HU
506,PAKS-2,PWR,Operational,PAKS,479,1984-09-06,1984-09-06,HU
506,PAKS-3,PWR,Operational,PAKS,479,1986-09-28,1986-09-28,HU
506,PAKS-4,PWR,Operational,PAKS,479,1987-08-16,1987-08-16,HU
