Cap,Name,Type,Status,Location,Ref,Connect,DateOn,Country
1000,BUSHEHR-1,PWR,Operational,HALILEH,915,2011-09-03,2011-09-03,IR
1057,BUSHEHR-2,PWR,Under Construction,HALILEH,974,,NA,IR
