Country,Year,Type,TWh,Popn,MWhPerCap
Canada,1991,SolarPlusWindPlusBio,3.985919191919192,27933347.96039131,0.14269392976348955
Canada,1992,Gas,13.122,28253566.698623225,0.46443693781993994
Canada,1992,Coal,90.03,28253566.698623225,3.1865003438446267
Canada,1992,Oil,15.594000000000001,28253566.698623225,0.5519303161380996
Canada,1992,Solar,0.002052632,28253566.698623225,7.26503673640618e-5
Canada,1992,Wind,0.059000000000000004,28253566.698623225,0.0020882319258784072
Canada,1992,Hydro,315.1746545454546,28253566.698623225,11.155216539822309
Canada,1992,Nuclear,80.0221052631579,28253566.698623225,2.8322833048564204
Canada,1992,Biomass/Geo,4.465,28253566.698623225,0.15803314489910317
Canada,1992,SolarPlusWind,0.061052632,28253566.698623225,0.0021608822932424688
Canada,1992,SolarPlusWindPlusBio,4.526052632,28253566.698623225,0.16019402719234566
